facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,payment_measure_id,payment_measure_name,payment_category,denominator,payment,lower_estimate,higher_estimate,payment_footnote,value_of_care_display_id,value_of_care_display_name,value_of_care_category,value_of_care_footnote,start_date,end_date,6cfce155-48b6-579e-90ed-24016c759350,resources,limit,offset,count,results,schema,keys,format,rowIds,properties
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,(602) 839-2000,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,247,21857.0,20204.0,23679.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,(602) 839-2000,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,210,23058.0,21286.0,24832.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,(602) 839-2000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,(520) 324-1399,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,275,31601.0,28966.0,34603.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,(520) 324-1399,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,582,20639.0,19532.0,21764.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,(520) 324-1399,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,501,21962.0,20821.0,23142.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,(520) 324-1399,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,222,20114.0,19033.0,21263.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,(928) 773-2357,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,90,25809.0,22857.0,29196.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,(928) 773-2357,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,164,18725.0,17090.0,20462.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,(928) 773-2357,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,214,19578.0,17986.0,21096.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,(928) 773-2357,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,(520) 872-3000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,150,28112.0,25303.0,31252.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,(520) 872-3000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,156,21308.0,19409.0,23440.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,(520) 872-3000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,182,21078.0,19293.0,22840.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,(520) 872-3000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,(520) 873-3000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,148,28415.0,25653.0,31678.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,(520) 873-3000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,161,20119.0,18405.0,22025.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,(520) 873-3000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,206,22586.0,20757.0,24248.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,(520) 873-3000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,133,22211.0,20684.0,23899.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,(928) 445-2700,PAYM_30_AMI,Payment for heart attack patients,Less Than the National Average Payment,391,26076.0,24390.0,27909.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,(928) 445-2700,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,401,18413.0,17272.0,19558.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,(928) 445-2700,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,549,19738.0,18743.0,20731.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,(928) 445-2700,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,75,24896.0,22462.0,27435.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,(928) 336-7600,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,305,28666.0,26440.0,31165.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,(928) 336-7600,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,500,19722.0,18648.0,20825.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,(928) 336-7600,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,544,22005.0,20901.0,23132.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,(928) 336-7600,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,79,21608.0,19758.0,23712.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
030014,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,(602) 331-5862,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,107,27789.0,24758.0,31041.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030014,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,(602) 331-5862,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,200,19207.0,17689.0,20857.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030014,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,(602) 331-5862,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,239,23216.0,21575.0,24922.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030014,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,(602) 331-5862,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,61,20300.0,18377.0,22442.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,PINAL,(520) 381-6300,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,87,26334.0,23316.0,29790.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,PINAL,(520) 381-6300,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,168,17535.0,15968.0,19149.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,PINAL,(520) 381-6300,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,267,22744.0,21151.0,24332.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,PINAL,(520) 381-6300,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
030022,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,(602) 344-5011,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
030022,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,(602) 344-5011,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,30,19918.0,17306.0,23040.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030022,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,(602) 344-5011,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,34,22297.0,18985.0,25676.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030022,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,(602) 344-5011,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,(928) 779-3366,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,162,31116.0,27883.0,34622.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,(928) 779-3366,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,265,19908.0,18479.0,21485.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,(928) 779-3366,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,203,19375.0,17893.0,20916.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,(928) 779-3366,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,72,21962.0,19967.0,24223.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,(602) 406-8225,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,138,30471.0,27268.0,34312.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,(602) 406-8225,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,166,20160.0,18511.0,22131.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,(602) 406-8225,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,209,22536.0,20761.0,24325.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,(602) 406-8225,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,(602) 249-0212,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,(602) 249-0212,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,35,18941.0,16327.0,21910.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,(602) 249-0212,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,82,21612.0,19138.0,24077.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,(602) 249-0212,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Not Available,Not Available,,,,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,(480) 728-3000,PAYM_30_AMI,Payment for heart attack patients,Less Than the National Average Payment,282,25970.0,23928.0,28096.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,(480) 728-3000,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,492,21239.0,20069.0,22468.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,(480) 728-3000,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,588,22594.0,21493.0,23657.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,(480) 728-3000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
030037,TEMPE ST LUKES HOSPITAL,1500 S MILL AVE,TEMPE,AZ,85282,MARICOPA,(480) 784-5566,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
030037,TEMPE ST LUKES HOSPITAL,1500 S MILL AVE,TEMPE,AZ,85282,MARICOPA,(480) 784-5566,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
030037,TEMPE ST LUKES HOSPITAL,1500 S MILL AVE,TEMPE,AZ,85282,MARICOPA,(480) 784-5566,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
030037,TEMPE ST LUKES HOSPITAL,1500 S MILL AVE,TEMPE,AZ,85282,MARICOPA,(480) 784-5566,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,(480) 882-4004,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,137,27003.0,24331.0,29976.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,(480) 882-4004,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,295,20334.0,18971.0,21793.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,(480) 882-4004,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,350,21364.0,20073.0,22632.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,(480) 882-4004,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,181,22463.0,21064.0,23913.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,(520) 263-2220,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,115,25921.0,23179.0,28827.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,(520) 263-2220,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,158,21074.0,19194.0,23041.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,(520) 263-2220,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,262,22240.0,20594.0,23778.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,(520) 263-2220,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,112,20049.0,18612.0,21677.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,MOHAVE,(928) 757-2101,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,135,29368.0,26255.0,32854.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,MOHAVE,(928) 757-2101,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,243,17719.0,16333.0,19090.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,MOHAVE,(928) 757-2101,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,321,19644.0,18286.0,20926.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,MOHAVE,(928) 757-2101,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,31,25172.0,21911.0,28914.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
